study_id,intervention_name,condition,sponsor,start_date,end_date,phase,status,completeness_score,study_duration_days,mapped_term,match_score,mapping_status
NCT101014,Donepezil,Breast Cancer,Moderna,2020-09-11,2025-01-06,,Terminated,0.875,1578.0,Donepezil,100,mapped
NCT101015,Donepezil,Alzheimer'S Disease,Sanofi,2021-11-07,2025-07-24,Phase 3,Recruiting,1.0,1355.0,Donepezil,100,mapped
NCT101016,Donepezil,Hypertension,Sanofi,2023-09-16,,,Terminated,0.75,,Donepezil,100,mapped
NCT101017,,Covid-19,Novartis,2022-03-10,2025-03-07,Phase 2,Withdrawn,0.875,1093.0,Metformin,45,low_score
NCT101018,Metformin,Asthma,Pfizer,2022-08-14,,Phase 2,Terminated,0.875,,Metformin,100,mapped
NCT101019,Salbutamol,Covid-19,Novartis,2023-12-23,2025-03-31,Phase 3,Recruiting,1.0,464.0,Salbutamol,100,mapped
NCT101020,,Diabetes,Pfizer,2023-02-14,2025-04-10,Phase 3,Withdrawn,0.875,786.0,Metformin,45,low_score
NCT101021,Salbutamol,Diabetes,Pfizer,2024-03-12,,Phase 4,Recruiting,0.875,,Salbutamol,100,mapped
NCT101022,Metformin,Diabetes,Gsk,2024-03-19,2025-07-21,Phase 3,Completed,1.0,489.0,Metformin,100,mapped
NCT101023,Aspirin,Covid-19,Astrazeneca,2024-06-13,2025-04-05,Phase 3,Terminated,1.0,296.0,Aspirin,100,mapped
NCT101024,Donepezil,Diabetes,Astrazeneca,2022-09-19,2025-03-08,Phase 1,Completed,1.0,901.0,Donepezil,100,mapped
NCT101025,Donepezil,Diabetes,Sanofi,2022-07-03,2025-02-28,Phase 4,Recruiting,1.0,971.0,Donepezil,100,mapped
NCT101026,Aspirin,Alzheimer'S Disease,Gsk,2024-05-19,2025-06-23,Phase 3,Terminated,1.0,400.0,Aspirin,100,mapped
NCT101027,Aspirin,Asthma,Gsk,2022-04-06,2024-11-02,Phase 3,Terminated,1.0,941.0,Aspirin,100,mapped
NCT101028,Aspirin,Hypertension,Gsk,2021-04-28,2025-04-23,Phase 4,Withdrawn,1.0,1456.0,Aspirin,100,mapped
NCT101029,Metformin,Breast Cancer,Novartis,2024-01-30,2025-05-01,Phase 2,Withdrawn,1.0,457.0,Metformin,100,mapped
NCT101030,Aspirin,Alzheimer'S Disease,Gsk,2023-07-14,2025-07-15,Phase 1,Recruiting,1.0,732.0,Aspirin,100,mapped
NCT101031,Metformin,Breast Cancer,Novartis,2021-07-03,2025-04-11,Phase 1,Withdrawn,1.0,1378.0,Metformin,100,mapped
NCT101032,Metformin,Breast Cancer,Sanofi,2022-02-14,,Phase 2,Withdrawn,0.875,,Metformin,100,mapped
NCT101033,Trastuzumab,Diabetes,Moderna,2024-01-16,2024-09-17,Phase 3,Withdrawn,1.0,245.0,Trastuzumab,100,mapped
NCT101034,Remdesivir,Covid-19,Gsk,2024-04-11,2025-07-10,Phase 1,Terminated,1.0,455.0,Remdesivir,100,mapped
NCT101035,Donepezil,Diabetes,Gsk,2021-07-23,2025-05-01,Phase 1,Withdrawn,1.0,1378.0,Donepezil,100,mapped
NCT101036,Remdesivir,Asthma,Gsk,2022-09-21,2024-11-08,,Completed,0.875,779.0,Remdesivir,100,mapped
NCT101037,Salbutamol,Covid-19,Moderna,2022-04-14,2025-05-30,,Withdrawn,0.875,1142.0,Salbutamol,100,mapped
NCT101038,Donepezil,Diabetes,Gsk,2021-10-24,2025-03-16,,Completed,0.875,1239.0,Donepezil,100,mapped
NCT101039,Trastuzumab,Diabetes,Moderna,2023-10-17,2025-06-25,Phase 3,Recruiting,1.0,617.0,Trastuzumab,100,mapped
NCT101040,Trastuzumab,Alzheimer'S Disease,Gsk,2024-05-23,,Phase 1,Recruiting,0.875,,Trastuzumab,100,mapped
NCT101041,Aspirin,Breast Cancer,Novartis,2024-03-05,2024-08-09,Phase 4,Completed,1.0,157.0,Aspirin,100,mapped
NCT101042,Donepezil,Asthma,Novartis,2022-10-01,2025-04-14,Phase 3,Withdrawn,1.0,926.0,Donepezil,100,mapped
NCT101043,Aspirin,Asthma,Moderna,2022-05-13,2025-06-12,Phase 3,Withdrawn,1.0,1126.0,Aspirin,100,mapped
NCT101044,Aspirin,Hypertension,Moderna,2020-12-08,2025-07-04,Phase 4,Completed,1.0,1669.0,Aspirin,100,mapped
NCT101045,Trastuzumab,Alzheimer'S Disease,Moderna,2024-01-05,,Phase 3,Completed,0.875,,Trastuzumab,100,mapped
NCT101046,Donepezil,Breast Cancer,Astrazeneca,2023-02-08,2025-07-05,Phase 4,Terminated,1.0,878.0,Donepezil,100,mapped
NCT101047,Remdesivir,Alzheimer'S Disease,Gsk,2021-07-08,2024-10-20,Phase 3,Completed,1.0,1200.0,Remdesivir,100,mapped
NCT101048,Aspirin,Breast Cancer,Gsk,2020-11-23,2024-09-11,,Recruiting,0.875,1388.0,Aspirin,100,mapped
NCT101049,Donepezil,Hypertension,Sanofi,2022-01-26,,Phase 4,Completed,0.875,,Donepezil,100,mapped
NCT101050,Remdesivir,Hypertension,Pfizer,2020-08-05,2025-08-05,Phase 2,Completed,1.0,1826.0,Remdesivir,100,mapped
NCT101051,Donepezil,Diabetes,Sanofi,2022-04-08,,Phase 2,Terminated,0.875,,Donepezil,100,mapped
NCT101052,,Hypertension,Gsk,2020-10-28,2025-07-14,Phase 3,Completed,0.875,1720.0,Metformin,45,low_score
NCT101053,Trastuzumab,Covid-19,Gsk,2023-08-22,2025-08-03,Phase 3,Completed,1.0,712.0,Trastuzumab,100,mapped
NCT101054,,Alzheimer'S Disease,Pfizer,2022-07-20,2025-01-16,Phase 1,Terminated,0.875,911.0,Metformin,45,low_score
NCT101055,Donepezil,Diabetes,Astrazeneca,2021-11-15,2024-08-12,Phase 3,Recruiting,1.0,1001.0,Donepezil,100,mapped
NCT101056,Remdesivir,Breast Cancer,Pfizer,2022-05-24,2024-08-24,Phase 2,Withdrawn,1.0,823.0,Remdesivir,100,mapped
NCT101057,Salbutamol,Covid-19,Gsk,2022-01-06,2024-12-07,,Withdrawn,0.875,1066.0,Salbutamol,100,mapped
NCT101058,Aspirin,Diabetes,Astrazeneca,2021-01-31,,Phase 4,Completed,0.875,,Aspirin,100,mapped
NCT101059,Metformin,Alzheimer'S Disease,Gsk,2022-05-09,2025-07-20,,Completed,0.875,1168.0,Metformin,100,mapped
NCT101060,Donepezil,Alzheimer'S Disease,Pfizer,2023-08-08,2025-05-24,Phase 1,Terminated,1.0,655.0,Donepezil,100,mapped
NCT101061,Salbutamol,Diabetes,Gsk,2024-02-14,2024-12-11,Phase 3,Recruiting,1.0,301.0,Salbutamol,100,mapped
NCT101062,Donepezil,Asthma,Gsk,2022-03-22,,,Completed,0.75,,Donepezil,100,mapped
NCT101063,Remdesivir,Asthma,Gsk,2021-09-12,2025-06-11,,Withdrawn,0.875,1368.0,Remdesivir,100,mapped
NCT101064,Metformin,Diabetes,Moderna,2021-06-24,2025-08-03,Phase 3,Terminated,1.0,1501.0,Metformin,100,mapped
NCT101065,Metformin,Hypertension,Pfizer,2023-07-02,2025-08-05,Phase 3,Completed,1.0,765.0,Metformin,100,mapped
NCT101066,Aspirin,Diabetes,Moderna,2023-08-18,,Phase 2,Recruiting,0.875,,Aspirin,100,mapped
NCT101067,Metformin,Diabetes,Moderna,2024-02-25,2025-05-01,Phase 4,Recruiting,1.0,431.0,Metformin,100,mapped
NCT101068,Aspirin,Covid-19,Sanofi,2023-10-27,2025-04-17,Phase 3,Terminated,1.0,538.0,Aspirin,100,mapped
NCT101069,Trastuzumab,Hypertension,Moderna,2023-05-07,,Phase 4,Terminated,0.875,,Trastuzumab,100,mapped
NCT101070,Aspirin,Diabetes,Moderna,2022-07-25,2025-02-24,Phase 1,Completed,1.0,945.0,Aspirin,100,mapped
NCT101071,Trastuzumab,Covid-19,Moderna,2022-12-15,2024-08-22,Phase 3,Withdrawn,1.0,616.0,Trastuzumab,100,mapped
NCT101072,Salbutamol,Hypertension,Novartis,2024-07-29,2024-09-04,Phase 4,Terminated,1.0,37.0,Salbutamol,100,mapped
NCT101073,Remdesivir,Breast Cancer,Moderna,2020-10-15,2025-02-11,Phase 2,Recruiting,1.0,1580.0,Remdesivir,100,mapped
NCT101074,Salbutamol,Breast Cancer,Novartis,2024-06-09,2025-04-17,Phase 2,Completed,1.0,312.0,Salbutamol,100,mapped
NCT101075,Trastuzumab,Hypertension,Novartis,2024-06-15,2025-03-11,Phase 1,Terminated,1.0,269.0,Trastuzumab,100,mapped
NCT101076,Metformin,Hypertension,Astrazeneca,2023-04-16,2025-05-06,Phase 3,Recruiting,1.0,751.0,Metformin,100,mapped
NCT101077,Salbutamol,Breast Cancer,Moderna,2024-04-23,2025-05-14,Phase 2,Withdrawn,1.0,386.0,Salbutamol,100,mapped
NCT101078,Salbutamol,Alzheimer'S Disease,Pfizer,2024-01-07,2025-01-28,Phase 4,Withdrawn,1.0,387.0,Salbutamol,100,mapped
NCT101079,Remdesivir,Diabetes,Novartis,2020-11-12,2024-10-12,,Terminated,0.875,1430.0,Remdesivir,100,mapped
NCT101080,Salbutamol,Hypertension,Pfizer,2022-11-25,2025-03-04,Phase 3,Recruiting,1.0,830.0,Salbutamol,100,mapped
NCT101081,Salbutamol,Covid-19,Sanofi,2021-11-02,,Phase 2,Recruiting,0.875,,Salbutamol,100,mapped
NCT101082,Salbutamol,Alzheimer'S Disease,Novartis,2023-11-06,2025-06-16,Phase 4,Completed,1.0,588.0,Salbutamol,100,mapped
NCT101083,Salbutamol,Asthma,Pfizer,2024-02-29,2024-12-03,Phase 4,Terminated,1.0,278.0,Salbutamol,100,mapped
NCT101084,Donepezil,Hypertension,Moderna,2021-07-23,2025-03-25,Phase 3,Terminated,1.0,1341.0,Donepezil,100,mapped
NCT101085,Aspirin,Diabetes,Moderna,2023-11-21,,Phase 3,Terminated,0.875,,Aspirin,100,mapped
NCT101086,Donepezil,Covid-19,Pfizer,2021-06-06,,Phase 1,Withdrawn,0.875,,Donepezil,100,mapped
NCT101087,Donepezil,Alzheimer'S Disease,Novartis,2023-12-07,2025-04-01,,Withdrawn,0.875,481.0,Donepezil,100,mapped
NCT101088,Donepezil,Diabetes,Pfizer,2023-12-13,2024-09-14,Phase 1,Terminated,1.0,276.0,Donepezil,100,mapped
NCT101089,Remdesivir,Hypertension,Astrazeneca,2021-11-09,,,Terminated,0.75,,Remdesivir,100,mapped
NCT101090,Salbutamol,Covid-19,Gsk,2023-09-09,2025-04-27,Phase 1,Completed,1.0,596.0,Salbutamol,100,mapped
NCT101091,Donepezil,Diabetes,Sanofi,2021-02-18,,Phase 4,Completed,0.875,,Donepezil,100,mapped
NCT101092,Trastuzumab,Alzheimer'S Disease,Astrazeneca,2021-10-13,2024-10-21,,Completed,0.875,1104.0,Trastuzumab,100,mapped
NCT101093,Metformin,Asthma,Astrazeneca,2020-09-15,2024-08-14,Phase 1,Withdrawn,1.0,1429.0,Metformin,100,mapped
NCT101094,Remdesivir,Alzheimer'S Disease,Pfizer,2022-07-03,,Phase 3,Completed,0.875,,Remdesivir,100,mapped
NCT101095,Aspirin,Breast Cancer,Gsk,2022-03-01,2025-01-11,Phase 1,Recruiting,1.0,1047.0,Aspirin,100,mapped
NCT101096,Salbutamol,Hypertension,Moderna,2022-01-20,2025-07-07,Phase 2,Withdrawn,1.0,1264.0,Salbutamol,100,mapped
NCT101097,Donepezil,Alzheimer'S Disease,Novartis,2021-03-02,2025-02-22,Phase 3,Completed,1.0,1453.0,Donepezil,100,mapped
NCT101098,Donepezil,Asthma,Sanofi,2023-11-03,2025-07-17,Phase 4,Terminated,1.0,622.0,Donepezil,100,mapped
NCT101099,Salbutamol,Covid-19,Sanofi,2021-06-21,2025-03-04,Phase 3,Terminated,1.0,1352.0,Salbutamol,100,mapped
NCT101100,Trastuzumab,Hypertension,Astrazeneca,2023-12-18,2024-12-31,Phase 2,Completed,1.0,379.0,Trastuzumab,100,mapped
NCT101101,Remdesivir,Asthma,Astrazeneca,2023-11-17,2025-05-07,Phase 3,Terminated,1.0,537.0,Remdesivir,100,mapped
NCT101102,Trastuzumab,Alzheimer'S Disease,Sanofi,2020-12-28,2024-08-28,Phase 2,Withdrawn,1.0,1339.0,Trastuzumab,100,mapped
NCT101103,Aspirin,Alzheimer'S Disease,Novartis,2023-03-30,,Phase 4,Recruiting,0.875,,Aspirin,100,mapped
NCT101104,Remdesivir,Alzheimer'S Disease,Pfizer,2021-07-13,,,Withdrawn,0.75,,Remdesivir,100,mapped
NCT101105,Metformin,Covid-19,Gsk,2023-03-08,2024-08-22,Phase 4,Terminated,1.0,533.0,Metformin,100,mapped
NCT101106,Metformin,Asthma,Pfizer,2021-03-07,,,Terminated,0.75,,Metformin,100,mapped
NCT101107,Metformin,Covid-19,Moderna,2024-05-27,2025-05-05,Phase 2,Completed,1.0,343.0,Metformin,100,mapped
NCT101108,Salbutamol,Alzheimer'S Disease,Astrazeneca,2024-02-22,2025-05-07,Phase 1,Withdrawn,1.0,440.0,Salbutamol,100,mapped
NCT101109,Salbutamol,Asthma,Sanofi,2021-06-30,2025-04-29,Phase 3,Recruiting,1.0,1399.0,Salbutamol,100,mapped
NCT101110,,Diabetes,Sanofi,2023-04-16,2025-03-01,Phase 3,Recruiting,0.875,685.0,Metformin,45,low_score
NCT101111,Aspirin,Breast Cancer,Novartis,2021-05-20,2025-01-25,Phase 3,Terminated,1.0,1346.0,Aspirin,100,mapped
NCT101112,Remdesivir,Alzheimer'S Disease,Novartis,2023-01-25,2024-11-11,,Terminated,0.875,656.0,Remdesivir,100,mapped
NCT101113,Salbutamol,Diabetes,Astrazeneca,2020-10-06,2024-10-02,Phase 1,Withdrawn,1.0,1457.0,Salbutamol,100,mapped
NCT101114,Donepezil,Asthma,Novartis,2022-02-09,,Phase 2,Completed,0.875,,Donepezil,100,mapped
NCT101115,Remdesivir,Diabetes,Novartis,2023-03-15,,,Withdrawn,0.75,,Remdesivir,100,mapped
NCT101116,Salbutamol,Asthma,Sanofi,2021-01-20,,Phase 3,Recruiting,0.875,,Salbutamol,100,mapped
NCT101117,Aspirin,Hypertension,Moderna,2020-12-20,2024-08-11,Phase 4,Recruiting,1.0,1330.0,Aspirin,100,mapped
NCT101118,Metformin,Breast Cancer,Astrazeneca,2022-10-29,2025-04-12,Phase 2,Recruiting,1.0,896.0,Metformin,100,mapped
NCT101119,Salbutamol,Alzheimer'S Disease,Astrazeneca,2020-09-02,2024-08-27,,Terminated,0.875,1455.0,Salbutamol,100,mapped
NCT101120,Aspirin,Diabetes,Astrazeneca,2022-04-21,2024-12-06,Phase 1,Recruiting,1.0,960.0,Aspirin,100,mapped
NCT101121,Trastuzumab,Asthma,Moderna,2020-10-14,2024-10-23,Phase 4,Withdrawn,1.0,1470.0,Trastuzumab,100,mapped
NCT101122,Trastuzumab,Covid-19,Moderna,2022-02-03,2025-04-17,Phase 4,Recruiting,1.0,1169.0,Trastuzumab,100,mapped
NCT101123,Remdesivir,Hypertension,Pfizer,2022-10-11,2024-09-27,Phase 2,Terminated,1.0,717.0,Remdesivir,100,mapped
NCT101124,Trastuzumab,Covid-19,Pfizer,2022-12-21,2025-01-19,,Withdrawn,0.875,760.0,Trastuzumab,100,mapped
NCT101125,Salbutamol,Alzheimer'S Disease,Novartis,2021-09-17,2024-10-16,Phase 2,Completed,1.0,1125.0,Salbutamol,100,mapped
NCT101126,Salbutamol,Hypertension,Sanofi,2023-05-05,,Phase 3,Recruiting,0.875,,Salbutamol,100,mapped
NCT101127,Salbutamol,Alzheimer'S Disease,Gsk,2022-04-17,2024-08-09,Phase 4,Completed,1.0,845.0,Salbutamol,100,mapped
NCT101128,Aspirin,Hypertension,Novartis,2023-09-29,2024-11-24,Phase 4,Recruiting,1.0,422.0,Aspirin,100,mapped
NCT101129,Trastuzumab,Alzheimer'S Disease,Moderna,2022-12-31,2025-07-17,Phase 1,Terminated,1.0,929.0,Trastuzumab,100,mapped
NCT101130,Remdesivir,Alzheimer'S Disease,Astrazeneca,2024-03-04,,Phase 4,Terminated,0.875,,Remdesivir,100,mapped
NCT101131,Donepezil,Alzheimer'S Disease,Astrazeneca,2024-07-20,2024-09-25,Phase 1,Completed,1.0,67.0,Donepezil,100,mapped
NCT101132,Remdesivir,Hypertension,Novartis,2021-11-19,2024-10-26,,Completed,0.875,1072.0,Remdesivir,100,mapped
NCT101133,Donepezil,Diabetes,Gsk,2023-03-21,,,Withdrawn,0.75,,Donepezil,100,mapped
NCT101134,Salbutamol,Alzheimer'S Disease,Gsk,2023-09-19,2025-05-21,Phase 2,Terminated,1.0,610.0,Salbutamol,100,mapped
NCT101135,Aspirin,Hypertension,Novartis,2021-05-22,2024-09-09,Phase 4,Withdrawn,1.0,1206.0,Aspirin,100,mapped
NCT101136,Metformin,Hypertension,Gsk,2023-10-02,2025-03-14,,Completed,0.875,529.0,Metformin,100,mapped
NCT101137,Metformin,Diabetes,Moderna,2020-11-16,2025-06-12,Phase 1,Completed,1.0,1669.0,Metformin,100,mapped
NCT101138,Remdesivir,Alzheimer'S Disease,Astrazeneca,2024-06-07,2025-06-30,Phase 4,Completed,1.0,388.0,Remdesivir,100,mapped
NCT101139,Metformin,Covid-19,Novartis,2021-05-20,,Phase 1,Terminated,0.875,,Metformin,100,mapped
NCT101140,Metformin,Breast Cancer,Astrazeneca,2023-01-29,,,Withdrawn,0.75,,Metformin,100,mapped
NCT101141,Aspirin,Diabetes,Gsk,2021-05-15,2025-06-06,Phase 1,Completed,1.0,1483.0,Aspirin,100,mapped
NCT101142,Remdesivir,Covid-19,Pfizer,2021-09-29,,Phase 2,Withdrawn,0.875,,Remdesivir,100,mapped
NCT101143,,Diabetes,Sanofi,2023-12-15,2025-04-29,Phase 3,Recruiting,0.875,501.0,Metformin,45,low_score
NCT101144,Metformin,Covid-19,Gsk,2022-11-08,2025-02-10,Phase 3,Recruiting,1.0,825.0,Metformin,100,mapped
NCT101145,Metformin,Diabetes,Astrazeneca,2023-11-06,2024-09-17,Phase 3,Terminated,1.0,316.0,Metformin,100,mapped
NCT101146,Aspirin,Asthma,Moderna,2023-03-23,2025-02-10,Phase 3,Completed,1.0,690.0,Aspirin,100,mapped
NCT101147,Remdesivir,Covid-19,Sanofi,2022-06-05,2025-06-18,Phase 1,Recruiting,1.0,1109.0,Remdesivir,100,mapped
NCT101148,Aspirin,Alzheimer'S Disease,Sanofi,2024-02-08,,,Completed,0.75,,Aspirin,100,mapped
NCT101149,Trastuzumab,Alzheimer'S Disease,Novartis,2023-03-30,2025-03-22,Phase 4,Completed,1.0,723.0,Trastuzumab,100,mapped
NCT101150,Remdesivir,Covid-19,Sanofi,2023-08-14,2025-01-13,,Withdrawn,0.875,518.0,Remdesivir,100,mapped
NCT101151,Salbutamol,Alzheimer'S Disease,Moderna,2020-12-16,2025-01-31,Phase 2,Terminated,1.0,1507.0,Salbutamol,100,mapped
NCT101152,Metformin,Asthma,Novartis,2024-04-23,2024-10-05,,Withdrawn,0.875,165.0,Metformin,100,mapped
NCT101153,Donepezil,Hypertension,Astrazeneca,2022-01-02,2025-03-28,Phase 1,Recruiting,1.0,1181.0,Donepezil,100,mapped
NCT101154,Aspirin,Covid-19,Gsk,2024-03-21,2024-09-03,Phase 3,Completed,1.0,166.0,Aspirin,100,mapped
NCT101155,Trastuzumab,Alzheimer'S Disease,Novartis,2022-09-23,2025-07-07,Phase 2,Completed,1.0,1018.0,Trastuzumab,100,mapped
NCT101156,,Covid-19,Astrazeneca,2023-09-02,2024-09-05,Phase 1,Terminated,0.875,369.0,Metformin,45,low_score
NCT101157,Donepezil,Asthma,Gsk,2022-12-31,2025-01-11,Phase 4,Recruiting,1.0,742.0,Donepezil,100,mapped
NCT101158,Metformin,Covid-19,Sanofi,2023-12-24,2025-04-06,,Recruiting,0.875,469.0,Metformin,100,mapped
NCT101159,Donepezil,Covid-19,Astrazeneca,2022-02-14,,Phase 2,Terminated,0.875,,Donepezil,100,mapped
NCT101160,Donepezil,Hypertension,Astrazeneca,2023-12-25,2025-07-30,Phase 1,Terminated,1.0,583.0,Donepezil,100,mapped
NCT101161,Salbutamol,Asthma,Gsk,2022-05-20,2025-07-21,Phase 4,Withdrawn,1.0,1158.0,Salbutamol,100,mapped
NCT101162,Donepezil,Asthma,Pfizer,2023-07-05,2024-12-14,,Completed,0.875,528.0,Donepezil,100,mapped
NCT101163,,Breast Cancer,Pfizer,2022-07-11,2025-06-19,Phase 3,Terminated,0.875,1074.0,Metformin,45,low_score
NCT101164,Remdesivir,Diabetes,Gsk,2021-01-08,2024-10-01,Phase 1,Withdrawn,1.0,1362.0,Remdesivir,100,mapped
NCT101165,Donepezil,Diabetes,Pfizer,2022-08-19,,Phase 2,Withdrawn,0.875,,Donepezil,100,mapped
NCT101166,Salbutamol,Alzheimer'S Disease,Sanofi,2022-04-16,2025-07-16,Phase 2,Completed,1.0,1187.0,Salbutamol,100,mapped
NCT101167,Remdesivir,Breast Cancer,Moderna,2022-08-08,2024-08-19,Phase 3,Completed,1.0,742.0,Remdesivir,100,mapped
NCT101168,Remdesivir,Breast Cancer,Novartis,2023-03-06,,Phase 1,Completed,0.875,,Remdesivir,100,mapped
NCT101169,Salbutamol,Alzheimer'S Disease,Sanofi,2024-06-15,2024-11-22,Phase 3,Completed,1.0,160.0,Salbutamol,100,mapped
NCT101170,Trastuzumab,Diabetes,Gsk,2020-09-09,2025-05-17,Phase 2,Completed,1.0,1711.0,Trastuzumab,100,mapped
NCT101171,Metformin,Diabetes,Sanofi,2023-12-19,2025-04-08,Phase 4,Recruiting,1.0,476.0,Metformin,100,mapped
NCT101172,Metformin,Alzheimer'S Disease,Moderna,2021-02-01,2025-03-24,Phase 1,Terminated,1.0,1512.0,Metformin,100,mapped
NCT101173,Metformin,Breast Cancer,Pfizer,2023-01-18,2025-06-23,Phase 4,Withdrawn,1.0,887.0,Metformin,100,mapped
NCT101174,Donepezil,Diabetes,Astrazeneca,2022-04-05,2024-09-07,,Withdrawn,0.875,886.0,Donepezil,100,mapped
NCT101175,Salbutamol,,Novartis,2021-12-23,2024-09-30,Phase 3,Terminated,0.875,1012.0,Salbutamol,100,mapped
NCT101176,Donepezil,Asthma,Sanofi,2022-06-17,,,Completed,0.75,,Donepezil,100,mapped
NCT101177,Trastuzumab,Asthma,Sanofi,2023-06-18,,,Completed,0.75,,Trastuzumab,100,mapped
NCT101178,Salbutamol,Diabetes,Astrazeneca,2022-02-16,2024-11-11,Phase 3,Terminated,1.0,999.0,Salbutamol,100,mapped
NCT101179,Metformin,,Novartis,2023-01-04,2024-09-04,Phase 4,Completed,0.875,609.0,Metformin,100,mapped
NCT101180,Aspirin,Covid-19,Astrazeneca,2024-02-29,2025-07-06,Phase 1,Withdrawn,1.0,493.0,Aspirin,100,mapped
NCT101181,Remdesivir,Asthma,Moderna,2022-02-12,,Phase 1,Withdrawn,0.875,,Remdesivir,100,mapped
NCT101182,Remdesivir,Covid-19,Moderna,2024-05-07,2025-07-15,,Recruiting,0.875,434.0,Remdesivir,100,mapped
NCT101183,Trastuzumab,Hypertension,Pfizer,2024-06-06,,,Terminated,0.75,,Trastuzumab,100,mapped
NCT101184,Salbutamol,Asthma,Astrazeneca,2023-10-26,2024-10-24,Phase 4,Recruiting,1.0,364.0,Salbutamol,100,mapped
NCT101185,Donepezil,Covid-19,Moderna,2023-06-30,,Phase 3,Completed,0.875,,Donepezil,100,mapped
NCT101186,Metformin,Alzheimer'S Disease,Novartis,2021-10-20,2024-10-27,,Recruiting,0.875,1103.0,Metformin,100,mapped
NCT101187,,Alzheimer'S Disease,Astrazeneca,2024-06-15,2025-07-24,Phase 1,Terminated,0.875,404.0,Metformin,45,low_score
NCT101188,Metformin,Asthma,Sanofi,2023-03-02,2024-12-17,Phase 4,Withdrawn,1.0,656.0,Metformin,100,mapped
NCT101189,,Asthma,Pfizer,2024-04-16,2025-02-25,Phase 4,Recruiting,0.875,315.0,Metformin,45,low_score
NCT101190,Salbutamol,Asthma,Moderna,2021-07-19,2025-05-01,Phase 4,Withdrawn,1.0,1382.0,Salbutamol,100,mapped
NCT101191,Remdesivir,Covid-19,Gsk,2022-05-24,2025-02-22,Phase 4,Recruiting,1.0,1005.0,Remdesivir,100,mapped
NCT101192,Metformin,Asthma,Astrazeneca,2024-03-06,,,Recruiting,0.75,,Metformin,100,mapped
NCT101193,,Diabetes,Pfizer,2022-03-26,2024-10-26,Phase 3,Completed,0.875,945.0,Metformin,45,low_score
NCT101194,Donepezil,Asthma,Moderna,2021-04-19,2025-06-10,Phase 4,Terminated,1.0,1513.0,Donepezil,100,mapped
NCT101195,Salbutamol,Breast Cancer,Moderna,2021-09-02,2024-09-05,Phase 1,Terminated,1.0,1099.0,Salbutamol,100,mapped
NCT101196,Trastuzumab,Alzheimer'S Disease,Sanofi,2024-04-17,2024-09-14,Phase 4,Withdrawn,1.0,150.0,Trastuzumab,100,mapped
NCT101197,Metformin,Asthma,Novartis,2020-12-22,2025-06-05,,Recruiting,0.875,1626.0,Metformin,100,mapped
NCT101198,Salbutamol,Breast Cancer,Astrazeneca,2022-10-03,2024-09-29,Phase 3,Terminated,1.0,727.0,Salbutamol,100,mapped
NCT101199,Metformin,Asthma,Novartis,2021-08-02,2024-11-05,Phase 2,Terminated,1.0,1191.0,Metformin,100,mapped
